CustomerId,Surname,Geography,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,ChurnRisk,Status,GenderT,CustomerType,AgeDemographics,Yes_No
15568963,Naquin,Germany,655,0,68,2,169875.98,2,1,0,78363.73189,0.66,Not Active Customer,Female,High Risk,Old dependants,Existing
15568982,Hao,France,431,1,42,8,120822.86,2,1,0,126153.24,0.59,Not Active Customer,Male,Retained,Middle Aged,Existing
15569050,Farrell,France,696,0,26,4,122304.27,1,1,0,128575.5183,0.94,Not Active Customer,Female,High Risk,Middle Aged,Existing
15569178,Kharlamov,France,736,0,25,9,81732.88,2,1,0,136497.28,0.01,Not Active Customer,Female,Retained,Middle Aged,Existing
15569187,Fleming,Spain,850,1,41,8,60880.68,1,1,0,31825.84,0.18,Not Active Customer,Male,Retained,Middle Aged,Existing
15569209,Amaechi,Spain,612,0,21,0,117072.98,1,0,0,113676.5303,0.84,Not Active Customer,Female,High Risk,Young Dependant,Existing
15569222,Mendes,France,595,0,39,9,136422.41,1,1,1,151757.81,0.28,Active Customer,Female,Retained,Middle Aged,Existing
15569247,Mitchell,Spain,492,1,51,8,117808.74,2,1,1,67311.12,0.17,Active Customer,Male,Retained,Senior Citizens,Existing
15569410,Tang,Germany,635,1,29,7,105405.97,1,1,1,149853.89,0,Active Customer,Male,Retained,Middle Aged,Existing
15569423,Cunningham,Spain,643,1,34,7,0,2,0,1,100304.13,0,Active Customer,Male,Retained,Middle Aged,Existing
15569451,Miller,France,757,1,38,5,162745.97,1,0,0,91379.93407,0.03,Not Active Customer,Male,Retained,Middle Aged,Existing
15569503,Yeh,France,849,1,53,6,108185.84,1,0,0,24093.42409,1,Not Active Customer,Male,High Risk,Senior Citizens,Churned
15569571,Davydova,Germany,669,0,29,7,146011.4,1,0,0,50249.16,0.47,Not Active Customer,Female,Retained,Middle Aged,Existing
15569590,Yoo,Germany,623,0,40,7,0,1,1,1,25904.12,0.12,Active Customer,Female,Retained,Middle Aged,Existing
15569678,Cocci,Germany,627,1,44,6,153548.12,1,0,0,35300.08,0.89,Not Active Customer,Male,High Risk,Middle Aged,Existing
15569807,Ejimofor,France,603,0,61,6,132216.22,1,0,0,169010.2862,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15570004,Tsou,France,838,1,31,2,0,2,1,0,8222.96,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15570060,Palerma,France,493,0,46,6,107398.44,2,1,0,128957.7637,0.91,Not Active Customer,Female,High Risk,Senior Citizens,Existing
15570134,Padovano,France,493,1,36,9,0,2,1,1,65816.53,0,Active Customer,Male,Retained,Middle Aged,Existing
15570205,Tao,Spain,667,0,47,2,0,1,1,0,12105.24686,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15570326,Wilkins,France,626,1,41,5,0,2,0,0,56264.69781,0.51,Not Active Customer,Male,Retained,Middle Aged,Existing
15570417,Chien,France,574,0,34,5,112324.45,2,1,1,17993.43,0.01,Active Customer,Female,Retained,Middle Aged,Existing
15570601,Cheng,France,747,1,58,7,116313.57,1,1,1,190696.35,0.81,Active Customer,Male,High Risk,Senior Citizens,Existing
15570835,Fallaci,Germany,640,1,63,2,68432.45,2,1,1,112503.24,0.06,Active Customer,Male,Retained,Senior Citizens,Existing
15570859,Froggatt,Germany,721,1,55,2,88346.87,1,0,1,52037.06506,0.7,Active Customer,Male,High Risk,Senior Citizens,Existing
15571002,Yusupov,France,639,1,37,5,98186.7,1,0,1,173386.95,0.01,Active Customer,Male,Retained,Middle Aged,Existing
15571148,Baranov,Spain,615,0,51,8,123928.87,2,0,1,129385.3899,0.58,Active Customer,Female,Retained,Senior Citizens,Existing
15571221,Bergamaschi,Germany,834,0,68,9,130169.27,2,0,1,93112.2,0.16,Active Customer,Female,Retained,Old dependants,Existing
15571305,Stephenson,Germany,722,0,33,0,0,1,1,0,121758.9844,0.94,Not Active Customer,Female,High Risk,Middle Aged,Existing
15571550,Dore,France,600,0,38,7,162287.29,2,0,0,36129.48499,0.32,Not Active Customer,Female,Retained,Middle Aged,Existing
15571752,Romani,Germany,693,0,38,3,0,2,0,0,78133.48,0.05,Not Active Customer,Female,Retained,Middle Aged,Existing
15571778,Trentini,France,753,0,36,7,128518.98,1,1,1,44567.83,0.69,Active Customer,Female,High Risk,Middle Aged,Existing
15571816,Ritchie,Spain,650,1,55,9,119618.42,1,1,1,29861.13,0.01,Active Customer,Male,Retained,Senior Citizens,Existing
15571928,Fraser,France,725,0,25,9,0,2,1,1,168607.74,0,Active Customer,Female,Retained,Middle Aged,Existing
15571973,Chinwemma,France,796,1,39,5,86350.87,2,0,0,105080.53,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15572093,Han,France,743,0,34,1,131736.88,1,1,1,108543.21,0.27,Active Customer,Female,Retained,Middle Aged,Existing
15572265,Wu,Germany,686,0,25,2,210908.45,1,0,0,194205.8908,0.96,Not Active Customer,Female,High Risk,Middle Aged,Churned
15572360,Clark,France,660,0,42,5,0,3,1,1,189016.24,0.8,Active Customer,Female,High Risk,Middle Aged,Existing
15572461,Kung,Germany,594,1,34,5,80572.09,1,1,0,72718.49832,0.96,Not Active Customer,Male,High Risk,Middle Aged,Churned
15572467,Chandler,France,445,0,30,3,0,2,1,1,127939.19,0,Active Customer,Female,Retained,Middle Aged,Existing
15573086,Millar,France,647,0,51,2,148530.08,1,0,0,156964.2248,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15573112,Kang,Spain,632,1,42,4,119624.6,2,1,1,195978.86,0.01,Active Customer,Male,Retained,Middle Aged,Existing
15573152,Glassman,France,819,1,49,3,125096.27,1,0,0,117800.9882,0.9,Not Active Customer,Male,High Risk,Senior Citizens,Existing
15573309,Ward,Spain,707,0,45,3,115766.3,1,0,0,76390.77343,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15573318,Kung,France,739,1,32,3,102128.27,1,1,0,63981.37,0.01,Not Active Customer,Male,Retained,Middle Aged,Existing
15573456,Cunningham,Spain,607,0,51,5,0,1,1,0,174526.5883,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15573741,Aliyeva,Spain,480,1,47,8,75408.33,1,1,0,25887.89,0.37,Not Active Customer,Male,Retained,Senior Citizens,Existing
15573769,Fiorentini,France,601,1,41,1,123971.16,1,0,1,172814.99,0.24,Active Customer,Male,Retained,Middle Aged,Existing
15573876,Chia,Spain,633,1,33,4,137847.41,2,1,0,98349.13,0.01,Not Active Customer,Male,Retained,Middle Aged,Existing
15573893,Barry,Germany,641,0,47,8,87307.18,1,1,0,119011.9362,0.98,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15574004,Mancini,France,673,0,43,4,0,3,0,0,115384.0487,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15574012,Chu,Spain,665,1,51,2,0,1,0,0,53353.36,0.97,Not Active Customer,Male,High Risk,Senior Citizens,Churned
15574068,Norman,Germany,675,0,50,1,133204.91,1,0,1,8270.06,0.11,Active Customer,Female,Retained,Senior Citizens,Existing
15574167,Fox,France,817,0,37,6,81070.34,2,1,0,80985.88,0.18,Not Active Customer,Female,Retained,Middle Aged,Existing
15574331,Alexeeva,Germany,850,1,35,3,162442.35,1,1,0,183566.78,0.01,Not Active Customer,Male,Retained,Middle Aged,Existing
15574692,Pinto,Spain,688,1,52,1,0,2,1,1,172033.57,0.02,Active Customer,Male,Retained,Senior Citizens,Existing
15574783,Perkins,France,666,0,41,3,0,1,1,0,40275.21603,0.96,Not Active Customer,Female,High Risk,Middle Aged,Churned
15574842,Lorenzo,Germany,724,1,45,5,83888.54,1,0,1,34121.81,0.08,Active Customer,Male,Retained,Senior Citizens,Existing
15574879,Wright,Germany,776,0,36,6,98377.73,1,0,1,26379.28737,0.54,Active Customer,Female,Retained,Middle Aged,Existing
15574886,Palerma,France,744,0,49,8,118891.42,1,0,0,148044.8039,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15574947,Cartwright,France,633,1,38,2,91902.56,2,1,1,107673.35,0.02,Active Customer,Male,Retained,Middle Aged,Existing
15575024,Uwaezuoke,France,743,0,35,8,112965.11,1,0,0,150625.4748,0.99,Not Active Customer,Female,High Risk,Middle Aged,Churned
15575185,Bushell,Spain,452,0,32,5,0,2,0,1,75279.39,0,Active Customer,Female,Retained,Middle Aged,Existing
15575409,Rozhkova,Germany,560,1,49,4,0,1,1,1,100075.1,0.25,Active Customer,Male,Retained,Senior Citizens,Existing
15575410,Chidiegwu,Germany,682,0,48,7,0,2,1,0,65069.03,0.22,Not Active Customer,Female,Retained,Senior Citizens,Existing
15575417,Chou,Germany,560,0,48,7,0,1,1,0,13678.92988,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15575492,Kennedy,France,632,0,39,5,97854.37,2,1,0,93536.38,0.13,Not Active Customer,Female,Retained,Middle Aged,Existing
15575581,Dickson,Germany,581,1,49,10,0,2,0,0,41623.59,0.02,Not Active Customer,Male,Retained,Senior Citizens,Existing
15575883,Manna,France,654,0,41,9,98524.35,2,0,0,25929.66301,0.59,Not Active Customer,Female,Retained,Middle Aged,Existing
15576085,Stone,France,538,1,42,1,66182.36,1,0,0,49500.00322,0.12,Not Active Customer,Male,Retained,Middle Aged,Existing
15576162,King,France,803,0,52,4,125062.82,1,0,1,131364.9656,0.97,Active Customer,Female,High Risk,Senior Citizens,Churned
15576256,Yusupova,France,586,0,46,0,122782.23,1,0,0,180304.3621,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15576269,Madison,Spain,718,0,39,7,93148.74,2,1,1,190746.38,0.1,Active Customer,Female,Retained,Middle Aged,Existing
15576313,Wei,Germany,641,0,43,4,120843.27,1,1,0,190131.6913,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15576352,Revell,Spain,748,1,40,3,95297.11,1,0,0,171515.84,0.84,Not Active Customer,Male,High Risk,Middle Aged,Existing
15576368,Bledsoe,Germany,482,0,51,8,92747.16,1,1,0,155431.9583,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15576517,Everingham,Germany,764,0,39,9,138341.51,1,1,0,50072.94,0.89,Not Active Customer,Female,High Risk,Middle Aged,Existing
15576602,Lawrence,France,710,1,54,6,171137.62,1,1,1,167023.95,0.61,Active Customer,Male,Retained,Senior Citizens,Existing
15576623,Outlaw,France,554,1,40,4,0,1,0,1,168780.04,0.19,Active Customer,Male,Retained,Middle Aged,Existing
15576644,Lin,Germany,691,0,62,1,168593.79,1,1,0,84434.94314,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15576676,Serrano,Germany,651,1,35,4,148840.77,2,0,0,23848.89494,0.6,Not Active Customer,Male,Retained,Middle Aged,Existing
15576683,Yin,Spain,776,0,37,2,103769.22,2,1,0,194099.12,0.44,Not Active Customer,Female,Retained,Middle Aged,Existing
15576714,Manna,Spain,714,0,31,6,152926.6,1,1,1,50899.91,0.01,Active Customer,Female,Retained,Middle Aged,Existing
15576945,Clements,France,584,0,39,2,112687.69,1,1,1,127749.61,0.06,Active Customer,Female,Retained,Middle Aged,Existing
15577064,Onyekaozulu,Germany,471,0,27,4,0,2,1,0,122642.09,0.01,Not Active Customer,Female,Retained,Middle Aged,Existing
15577078,Zakharov,Spain,774,1,60,5,85891.55,1,1,0,74135.48,0.87,Not Active Customer,Male,High Risk,Senior Citizens,Existing
15577274,Genovese,Germany,716,0,44,6,155114.9,1,0,0,133871.83,0.99,Not Active Customer,Female,High Risk,Middle Aged,Churned
15577478,Ch'iu,France,616,1,41,10,113220.2,2,1,1,114072.91,0.18,Active Customer,Male,Retained,Middle Aged,Existing
15577657,McDonald,France,604,0,53,2,121389.78,1,1,1,48201.64,0.85,Active Customer,Female,High Risk,Senior Citizens,Existing
15578045,Mitchell,Spain,613,1,41,7,0,2,1,0,60297.72,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15578186,Pirozzi,Germany,797,1,37,4,75263.7,1,1,0,85801.77,0.32,Not Active Customer,Male,Retained,Middle Aged,Existing
15578297,Ebelegbulam,Germany,806,1,34,5,113958.55,1,0,1,32125.98,0,Active Customer,Male,Retained,Middle Aged,Existing
15578515,Osinachi,France,724,0,37,10,68598.56,1,1,0,157862.82,0.05,Not Active Customer,Female,Retained,Middle Aged,Existing
15578603,Alexeieva,Germany,603,1,36,5,81978.42,1,0,0,172036.8176,0.91,Not Active Customer,Male,High Risk,Middle Aged,Existing
15578761,Cunningham,Spain,581,0,47,1,122949.14,1,0,0,180251.68,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15578799,Anayolisa,France,622,1,31,7,0,1,1,0,35408.77,0.12,Not Active Customer,Male,Retained,Middle Aged,Existing
15578809,Hao,Germany,630,1,34,9,0,2,1,1,114006.35,0,Active Customer,Male,Retained,Middle Aged,Existing
15578825,Golubev,France,539,0,37,1,130922.81,2,0,0,2186.83,0.09,Not Active Customer,Female,Retained,Middle Aged,Existing
15578866,Hughes,France,772,0,35,9,0,1,0,1,25448.31,0.1,Active Customer,Female,Retained,Middle Aged,Existing
15578908,Todd,Spain,673,1,47,1,0,2,0,0,108762.16,0.37,Not Active Customer,Male,Retained,Senior Citizens,Existing
15578977,Robinson,France,672,1,37,5,153195.59,1,1,1,162763.01,0.03,Active Customer,Male,Retained,Middle Aged,Existing
15578980,Piazza,Spain,663,0,53,6,150200.23,1,0,1,151317.27,0.52,Active Customer,Female,Retained,Senior Citizens,Existing
15579062,Chu,France,637,0,39,3,109698.41,1,1,1,88391.29,0.61,Active Customer,Female,Retained,Middle Aged,Existing
15579130,Chidiegwu,Germany,518,1,38,3,90957.81,1,0,1,162304.59,0.23,Active Customer,Male,Retained,Middle Aged,Existing
15579166,Munro,France,588,0,42,2,164307.77,1,1,0,48498.19,0.96,Not Active Customer,Female,High Risk,Middle Aged,Churned
15579208,Chikezie,France,646,0,36,2,124459.42,3,0,1,57869.01184,1,Active Customer,Female,High Risk,Middle Aged,Churned
15579334,Watkins,Germany,592,0,53,8,116991.93,1,0,0,122980.252,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15579706,Curtis,France,722,0,34,7,118717.04,1,1,0,50147.09697,0.96,Not Active Customer,Female,High Risk,Middle Aged,Churned
15580146,Hung,France,668,0,59,5,120170.07,1,0,1,50454.8,0.81,Active Customer,Female,High Risk,Senior Citizens,Existing
15580148,Welch,Germany,734,1,43,7,107805.67,1,0,0,182505.68,0.91,Not Active Customer,Male,High Risk,Middle Aged,Existing
15580203,Kennedy,Spain,436,1,45,3,104339.11,2,1,1,183540.22,0.64,Active Customer,Male,Retained,Senior Citizens,Existing
15580684,Feng,France,526,1,38,2,0,2,0,0,58010.98,0.01,Not Active Customer,Male,Retained,Middle Aged,Existing
15580845,Chienezie,Germany,656,1,63,8,0,2,0,1,57014.43,0.01,Active Customer,Male,Retained,Senior Citizens,Existing
15580956,McNess,Germany,445,0,61,2,137655.31,1,0,1,29909.84,0.76,Active Customer,Female,High Risk,Senior Citizens,Existing
15581197,Ricci,France,608,0,44,5,126147.84,1,0,1,132424.69,0.68,Active Customer,Female,High Risk,Middle Aged,Existing
15581229,Gregory,Germany,545,0,39,2,151219.23,1,1,0,175013.6219,0.92,Not Active Customer,Female,High Risk,Middle Aged,Existing
15581440,Christie,Germany,642,0,31,8,0,1,1,0,29023.38413,0.99,Not Active Customer,Female,High Risk,Middle Aged,Churned
15581479,Archer,France,623,0,43,4,123536.52,2,0,0,154908.52,0.89,Not Active Customer,Female,High Risk,Middle Aged,Existing
15581539,Atkinson,Spain,546,0,47,8,0,1,1,1,66408.01,0.92,Active Customer,Female,High Risk,Senior Citizens,Existing
15581840,DeRose,France,557,0,43,6,0,2,0,0,125257.6111,0.96,Not Active Customer,Female,High Risk,Middle Aged,Churned
15582180,Lees,France,530,0,47,5,62197.68,1,0,0,171181.7333,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15582259,Campbell,France,834,1,23,4,131254.81,1,1,0,20199.3,0.7,Not Active Customer,Male,High Risk,Young Dependant,Existing
15582616,Y?an,France,743,0,32,6,140348.56,2,1,1,163254.39,0.13,Active Customer,Female,Retained,Middle Aged,Existing
15582714,Napolitani,Germany,578,1,46,5,113226.47,1,1,0,56770.76,0.9,Not Active Customer,Male,High Risk,Senior Citizens,Existing
15582741,Maclean,France,850,0,39,6,0,2,1,0,103921.43,0,Not Active Customer,Female,Retained,Middle Aged,Existing
15582797,Ch'iu,Spain,569,1,52,3,128811.69,1,0,0,147808.1847,1,Not Active Customer,Male,High Risk,Senior Citizens,Churned
15582960,Short,France,711,0,81,6,0,2,1,1,72276.24,0,Active Customer,Female,Retained,Old dependants,Existing
15583090,Komar,Spain,787,0,40,6,0,2,1,1,84151.98,0.02,Active Customer,Female,Retained,Middle Aged,Existing
15583212,Chidozie,France,543,1,35,10,59408.63,1,1,0,76773.53,0.02,Not Active Customer,Male,Retained,Middle Aged,Existing
15583303,Monaldo,France,595,1,41,1,98875.81,1,0,0,134403.9924,0.95,Not Active Customer,Male,High Risk,Middle Aged,Churned
15583364,McGregor,France,805,0,31,4,0,2,1,0,4798.12,0.09,Not Active Customer,Female,Retained,Middle Aged,Existing
15583456,Gardiner,Germany,834,0,49,8,160602.25,2,1,0,129273.94,0.93,Not Active Customer,Female,High Risk,Senior Citizens,Existing
15583499,Chiagoziem,France,718,0,46,8,79332.52,1,0,0,145317.9186,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15583548,Harrison,Spain,580,1,29,9,61710.44,2,1,0,128077.8,0.01,Not Active Customer,Male,Retained,Middle Aged,Existing
15583576,Tai,France,498,1,29,8,127864.26,1,1,1,46677.9,0.01,Active Customer,Male,Retained,Middle Aged,Existing
15583595,Tao,France,581,0,41,3,112715.27,1,0,0,191061.4606,0.99,Not Active Customer,Female,High Risk,Middle Aged,Churned
15583668,Ludowici,France,806,1,18,3,0,2,1,1,86994.54,0,Active Customer,Male,Retained,Young Dependant,Existing
15583718,Terry,Germany,615,0,44,7,0,1,1,0,19372.13098,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15583725,Mairinger,France,683,1,41,6,95696.52,2,1,1,184366.14,0.01,Active Customer,Male,Retained,Middle Aged,Existing
15583748,McGuigan,Spain,846,0,55,5,0,1,1,0,951.3755043,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15584091,Pitts,Germany,647,0,29,2,0,2,1,0,179032.68,0.01,Not Active Customer,Female,Retained,Middle Aged,Existing
15584363,Longstaff,France,579,0,29,10,73194.52,2,1,1,129209.09,0.01,Active Customer,Female,Retained,Middle Aged,Existing
15584364,Trentini,France,806,1,40,5,80613.93,1,1,1,142838.64,0.02,Active Customer,Male,Retained,Middle Aged,Existing
15584518,Arthur,Germany,549,0,37,1,130622.34,2,1,1,128499.94,0.01,Active Customer,Female,Retained,Middle Aged,Existing
15584766,Knight,France,606,0,25,3,147389.11,2,0,0,45489.15008,0.89,Not Active Customer,Female,High Risk,Middle Aged,Existing
15584930,Grimmett,Germany,789,1,43,8,119654.44,2,0,1,148412.24,0.08,Active Customer,Male,Retained,Middle Aged,Existing
15585036,Okoli,Spain,581,1,50,2,143829.2,2,1,0,181224.24,0.63,Not Active Customer,Male,Retained,Senior Citizens,Existing
15585041,Ainsworth,France,828,1,47,1,109876.82,2,1,0,83611.45,0.54,Not Active Customer,Male,Retained,Senior Citizens,Existing
15585047,Onyemere,France,611,1,49,3,0,2,1,1,142917.54,0.02,Active Customer,Male,Retained,Senior Citizens,Existing
15585067,Wilson,Spain,680,0,46,1,90964.81,1,0,0,158428.3288,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15585198,Bergamaschi,France,569,1,30,6,106629.49,1,0,1,44114.88,0.42,Active Customer,Male,Retained,Middle Aged,Existing
15585215,Yuan,France,659,1,67,6,117411.6,1,1,1,45071.09,0.47,Active Customer,Male,Retained,Old dependants,Existing
15585241,Butcher,Spain,561,1,28,7,0,2,1,0,7797.01,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15585255,Moore,France,613,0,43,6,95967.67,1,0,1,115283.6883,1,Active Customer,Female,High Risk,Middle Aged,Churned
15585282,Trevisano,France,501,1,40,5,114655.58,1,0,0,126535.92,0.96,Not Active Customer,Male,High Risk,Middle Aged,Churned
15585362,Simmons,France,502,0,35,6,0,2,1,1,80618.47,0,Active Customer,Female,Retained,Middle Aged,Existing
15585367,Diribe,Germany,612,0,40,5,0,1,0,0,181020.2834,0.98,Not Active Customer,Female,High Risk,Middle Aged,Churned
15585388,Sherman,Germany,702,1,39,8,0,2,1,0,99654.13,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15585533,Calabrese,France,708,1,33,3,0,2,1,0,138613.21,0.06,Not Active Customer,Male,Retained,Middle Aged,Existing
15585595,Owens,France,685,0,40,4,176348.43,1,0,0,67126.84626,0.99,Not Active Customer,Female,High Risk,Middle Aged,Churned
15585768,Cameron,Germany,514,0,43,2,88601.63,2,0,0,135489.6905,0.93,Not Active Customer,Female,High Risk,Middle Aged,Existing
15585865,Westerberg,France,710,1,23,6,0,2,1,1,134188.11,0.01,Active Customer,Male,Retained,Young Dependant,Existing
15585888,Nwokezuike,Spain,721,0,46,7,137933.39,1,1,1,67976.57,0.16,Active Customer,Female,Retained,Senior Citizens,Existing
15585901,Johnson,Spain,622,0,29,6,148409.2,3,0,0,105425.5967,0.98,Not Active Customer,Female,High Risk,Middle Aged,Churned
15585961,Talbot,Spain,716,0,44,3,109528.28,1,1,0,27341.63,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15586243,Yobachi,France,564,0,45,6,0,1,1,0,66519.47147,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15586264,Murray,France,766,0,44,4,0,2,1,0,4061.99682,0.25,Not Active Customer,Female,Retained,Middle Aged,Existing
15586310,Ting,France,739,1,29,1,0,2,1,1,164484.78,0,Active Customer,Male,Retained,Middle Aged,Existing
15586585,Duncan,Germany,678,0,46,1,0,2,0,0,82106.19,0.9,Not Active Customer,Female,High Risk,Senior Citizens,Existing
15586821,Bellew,France,613,1,34,5,144094.2,1,1,0,44510.26,0.78,Not Active Customer,Male,High Risk,Middle Aged,Existing
15586880,P'eng,Germany,708,0,67,1,0,2,0,1,3837.08,0,Active Customer,Female,Retained,Old dependants,Existing
15586959,Unaipon,France,751,0,34,8,150658.79,1,0,0,178824.3699,0.93,Not Active Customer,Female,High Risk,Middle Aged,Existing
15586970,Pinto,Germany,598,0,64,1,62979.93,1,1,1,152273.57,0.05,Active Customer,Female,Retained,Senior Citizens,Existing
15586974,Pearce,France,421,1,28,8,122384.22,3,1,1,89017.38,0.98,Active Customer,Male,High Risk,Middle Aged,Churned
15586976,Alexeeva,France,627,0,32,1,0,1,1,0,106851.7,0.98,Not Active Customer,Female,High Risk,Middle Aged,Churned
15586993,Giordano,Spain,555,1,27,5,0,2,0,0,96398.51,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15587233,Donoghue,France,492,1,35,4,141359.37,2,1,0,39519.53,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15587421,Tsai,Germany,731,1,37,8,0,2,1,1,170338.35,0,Active Customer,Male,Retained,Middle Aged,Existing
15587451,Goold,Germany,850,0,28,1,105245.34,1,0,1,74780.13,0,Active Customer,Female,Retained,Middle Aged,Existing
15587535,Onyemauchechukwu,Spain,678,1,48,2,101099.9,2,0,1,193476.04,0.04,Active Customer,Male,Retained,Senior Citizens,Existing
15587562,Hawkins,France,701,0,31,7,137731.37,3,1,0,103287.9903,0.98,Not Active Customer,Female,High Risk,Middle Aged,Churned
15587581,Russo,Germany,678,0,43,6,136108.21,1,1,0,115235.4613,0.99,Not Active Customer,Female,High Risk,Middle Aged,Churned
15587735,Chukwuebuka,France,631,0,58,9,113638.48,1,1,1,116883.1117,0.62,Active Customer,Female,Retained,Senior Citizens,Existing
15587913,Palerma,Spain,620,0,33,0,0,1,1,0,92362.33379,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15588219,Ford,France,736,1,40,6,118491.29,1,0,1,148821.161,0.6,Active Customer,Male,Retained,Middle Aged,Existing
